year,university,school,degree,Key
2016,Nanyang Technological University,College of Sciences,Physics / Applied Physics,353
2016,Nanyang Technological University,Sports Science and Management,Sports Science and Management,354
2016,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),355
2016,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),356
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,357
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),358
2016,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,359
2016,National University of Singapore,Faculty Of Dentistry,Bachelor of Dental Surgery,360
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Biomedical Engineering),361
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Chemical Engineering),362
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Civil Engineering),363
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Computer Engineering),364
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Electrical Engineering),365
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Engineering Science),366
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Environmental Engineering),367
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),368
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Materials Science And Engineering),369
2016,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Mechanical Engineering),370
2016,National University of Singapore,Faculty of Law,Bachelor of Laws (L.L.B) (Hons) #,371
2016,National University of Singapore,Faculty of Science,Bachelor of Applied Science **,372
2016,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),373
2016,National University of Singapore,Faculty of Science,Bachelor of Science,374
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),375
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,376
2016,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy)(Hons) #,377
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration,378
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),379
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),380
2016,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),381
2016,National University of Singapore,School of Computing,Bachelor of Computing (Communications And Media) **,382
2016,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),383
2016,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce) **,384
2016,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),385
2016,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,386
2016,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),387
2016,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),388
2016,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),389
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor Of Surgery #,390
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),391
2016,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),392
2016,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music,393
2016,National University of Singapore,Multi-Disciplinary Programme,Bachelor of Environmental Studies,394
2016,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,395
2016,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy Cum Laude and above,396
2016,Singapore Management University,School of Business (4-year programme) *,Business Management,397
2016,Singapore Management University,School of Business (4-year programme) *,Business Management Cum Laude and above,398
2016,Singapore Management University,School of Economics (4-year programme) *,Economics,399
2016,Singapore Management University,School of Economics (4-year programme) *,Economics Cum Laude and above,400
2016,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management,401
2016,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management Cum Laude and above,402
2016,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,403
2016,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences Cum Laude and above,404
2016,Singapore Management University,School of Law (4-year programme) *,Law #,405
2016,Singapore Management University,School of Law (4-year programme) *,Law Cum Laude and above #,406
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design **,407
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation,408
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design,409
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,410
2016,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,411
2016,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,412
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,413
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,414
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,415
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,416
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,417
